region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue,year,month,day,time_of_day,cost_per_impression,cost_per_click,reach_per_spend,value_ratio
North,Social Media,General,Premium,15.0,3.75,0.1743,473.0,8750,0.0073,1.48,-0.3660254037844387,21.0,4856.08,136.95499080180312,2011,5,9,afternoon,0.0017142857142857142,0.23483365949119372,31.533333333333335,1294.9546666666668
North,TV,Storage,Premium,15.3,2.55,0.2158,744.0,8209,0.0545,5.97,1.3660254037844386,7.0,15219.28,102.79214663041104,2010,1,17,afternoon,0.0018638080155926424,0.03419831221270903,48.627450980392155,5968.345098039216
North,Affiliate,General,Premium,916.0,4.58,0.0836,278.0,5513,0.061,3.87,-1.0000000000000002,90.0,509635.64,96.1208487067528,2011,9,15,afternoon,0.16615272991111918,2.7238152444445767,0.3034934497816594,111274.15720524018
North,Social Media,Kitchen,Premium,1.25,1.25,0.5557,196.0,2435,0.0146,5.45,0.9999999999999998,30.0,21788.43,111.66257650525192,2010,12,5,afternoon,0.000513347022587269,0.035160754971730754,156.8,17430.744
North,TV,General,Standard,15.0,1.25,0.1586,29.0,722,0.0435,0.87,1.3660254037844388,28.0,4146.29,108.21643982790889,2011,2,24,afternoon,0.02077562326869806,0.47760053491259913,1.9333333333333333,3317.032
North,TV,General,Premium,7.95,7.95,0.0832,193.0,1887,0.0139,8.29,-1.3660254037844388,28.0,1781.44,30.26818379075482,2011,8,8,afternoon,0.004213036565977743,0.3030961558257369,24.27672955974843,224.0805031446541
North,Affiliate,Stationery,Premium,4.68,0.39,0.3311,269.0,3331,0.0538,3.2,-1.0000000000000002,7.0,12390.42,190.8730729167752,2011,9,18,afternoon,0.0014049834884419092,0.02611493472940352,57.478632478632484,31770.30769230769
North,Email,General,Premium,25.5,12.75,0.1899,1314.0,21600,0.0044,6.46,1.0,28.0,6194.610000000001,95.96279437040224,2011,3,28,morning,0.0011805555555555556,0.2683080808080808,51.529411764705884,485.8517647058824
North,Social Media,General,Premium,1.3,0.65,0.1306,141.0,1998,0.0887,2.0,1.0,14.0,616.5899999999999,196.2276898091144,2010,3,7,afternoon,0.0006506506506506507,0.007335407560886705,108.46153846153845,948.5999999999998
North,Social Media,General,Premium,23.4,1.95,0.3674,475.0,15475,0.035,4.68,0.9999999999999998,30.0,2341.6,163.99426427678253,2010,12,14,morning,0.0015121163166397415,0.04320332333256404,20.2991452991453,1200.8205128205127
North,Influencer,General,Premium,15.6,0.65,0.204,107.0,2239,0.0718,6.83,1.0,60.0,6711.06,218.1029110012111,2011,3,11,afternoon,0.006967396158999553,0.09703894371865673,6.8589743589743595,10324.707692307693
North,Affiliate,General,Premium,1.25,1.25,0.0668,97.0,1628,0.0641,5.83,1.3660254037844386,60.0,1317.79,108.51867795356274,2011,1,31,afternoon,0.0007678132678132678,0.011978366112531478,77.6,1054.232
North,Email,General,Standard,17.700000000000003,2.95,0.1165,356.0,4183,0.0362,7.27,-1.3660254037844388,14.0,568.8000000000001,58.57621722298246,2010,8,2,afternoon,0.004231412861582597,0.11688985805476786,20.112994350282484,192.8135593220339
North,Email,Stationery,Premium,13.5,6.75,0.1512,135.0,2078,0.0722,5.53,0.3660254037844379,90.0,3037.26,110.30056449292792,2010,11,5,morning,0.0064966313763233875,0.08998104399339872,10.0,449.9644444444445
North,Influencer,General,Premium,0.85,0.85,0.4844,47.0,1666,0.0205,3.28,1.0,30.0,2230.06,124.70296180182685,2011,3,7,afternoon,0.000510204081632653,0.024888003982080638,55.294117647058826,2623.6
North,Email,General,Premium,15.9,7.95,0.0944,626.0,7745,0.1925,7.44,-1.3660254037844388,30.0,4546.11,101.17331746707865,2011,8,19,morning,0.002052937378954164,0.010664609760800851,39.37106918238994,571.8377358490566
North,TV,General,Premium,11.9,1.49,0.201,415.0,5572,0.0282,3.18,0.3660254037844379,60.0,14737.44,128.28988505443252,2011,11,9,morning,0.002135678391959799,0.07573327631063116,34.87394957983193,9890.899328859061
North,Search,Storage,Premium,5.9,2.95,0.1826,744.0,11174,0.0185,5.99,1.3660254037844386,30.0,8522.38,113.84911149748228,2011,1,27,afternoon,0.0005280114551637731,0.02854115973858233,126.10169491525423,2888.9423728813554
North,Affiliate,General,Standard,1.95,0.65,0.1358,460.0,3516,0.0469,7.86,0.3660254037844379,30.0,620.5300000000001,178.96599730333935,2011,11,8,afternoon,0.0005546075085324232,0.011825320011352308,235.8974358974359,954.6615384615386
North,TV,General,Premium,2.95,2.95,0.2699,589.0,8130,0.0327,0.95,-1.0,60.0,124.75,104.37876055516088,2010,6,9,afternoon,0.00036285362853628536,0.011096441239641755,199.66101694915253,42.28813559322034
North,Email,General,Budget,29.95,29.95,0.0394,21.0,594,0.2534,8.58,1.3660254037844386,30.0,29.95,96.75731885412532,2010,1,24,afternoon,0.05042087542087542,0.19897740892216031,0.7011686143572621,1.0
North,Influencer,General,Premium,27.0,6.75,0.285,279.0,3126,0.0,7.96,-1.0,7.0,23181.18,20.17932496896283,2010,6,29,morning,0.008637236084452975,inf,10.333333333333334,3434.248888888889
North,Search,Stationery,Premium,0.85,0.85,0.2963,69.0,2611,0.0309,3.87,0.9999999999999998,21.0,2371.42,134.78183096302584,2010,12,6,afternoon,0.00032554576790501724,0.01053546174449894,81.17647058823529,2789.9058823529413
North,Influencer,General,Premium,19.8,1.65,0.2514,685.0,15836,0.1183,2.9,-1.3660254037844388,21.0,1659.33,165.63218915722348,2011,8,22,afternoon,0.0012503157362970447,0.010569025666078147,34.59595959595959,1005.6545454545454
North,Influencer,General,Premium,70.80000000000001,2.95,0.1122,161.0,4139,0.0637,2.17,-1.0000000000000002,30.0,187925.66,131.32164858206087,2010,9,24,afternoon,0.017105581058226627,0.26853345460324374,2.2740112994350277,63703.61355932203
North,Social Media,Lighting,Premium,25.5,8.5,0.0824,315.0,8011,0.0868,5.2,0.9999999999999998,90.0,15683.81,172.40239426561396,2010,12,10,afternoon,0.0031831232055923105,0.03667192633170864,12.352941176470589,1845.1541176470587
North,Search,General,Premium,4.2,2.1,0.1048,319.0,3931,0.0479,5.41,-0.3660254037844387,30.0,5176.77,142.7532494188085,2011,5,16,afternoon,0.001068430424828288,0.022305436844014367,75.95238095238095,2465.1285714285714
North,TV,General,Premium,4.95,4.95,0.2011,164.0,2005,0.005,4.95,0.3660254037844389,7.0,3074.19,56.0267339315981,2010,4,13,morning,0.0024688279301745635,0.4937655860349127,33.13131313131313,621.0484848484848
North,Email,Seasonal,Premium,0.85,0.85,0.2114,304.0,6179,0.0215,0.27,0.3660254037844379,30.0,444.39,177.85491550731086,2010,11,14,afternoon,0.0001375627124130118,0.006398265693628456,357.64705882352945,522.8117647058823
North,Email,Stationery,Premium,1.65,1.65,0.0179,580.0,10308,0.1482,0.66,-1.0,28.0,491.11,184.44498126254447,2010,6,17,afternoon,0.000160069848661234,0.0010800934457573144,351.51515151515156,297.6424242424243
North,Email,General,Premium,0.65,0.65,0.1446,250.0,2838,0.0106,3.34,-0.3660254037844385,28.0,5399.56,178.099088862692,2010,10,8,morning,0.00022903453136011276,0.021607031260387998,384.6153846153846,8307.015384615384
North,Social Media,Kitchen,Premium,3.9,0.65,0.2561,113.0,3814,0.0284,4.3,-1.3660254037844386,7.0,1352.39,134.71697595399115,2010,7,1,afternoon,0.0010225485055060303,0.036005229067113745,28.974358974358974,2080.6
North,Social Media,General,Premium,23.4,1.95,0.3145,16.0,266,0.0317,4.71,-1.0,21.0,105142.6,48.93001081678128,2010,6,3,afternoon,0.08796992481203007,2.775076492493062,0.6837606837606838,53919.282051282054
North,Affiliate,General,Premium,4.35,1.45,0.0467,114.0,1767,0.043,1.22,0.3660254037844389,90.0,2366.8,151.72919197971717,2011,4,5,morning,0.002461799660441426,0.057251154893986654,26.20689655172414,1632.2758620689656
North,Affiliate,Storage,Premium,4.4,0.55,0.204,570.0,5960,0.1005,3.0,0.9999999999999998,28.0,7218.71,237.3188164356224,2010,12,6,afternoon,0.0007382550335570471,0.007345821229423353,129.54545454545453,13124.927272727271
North,Search,General,Premium,94.4,2.95,0.1333,54.0,844,0.0354,5.93,0.9999999999999998,90.0,682.4,138.25739459267473,2009,12,7,morning,0.11184834123222749,3.1595576619273302,0.5720338983050847,231.32203389830505
North,Search,Seasonal,Premium,23.8,5.95,0.2428,661.0,10044,0.0089,0.92,-0.3660254037844385,30.0,9954.73,114.62291805339066,2010,10,24,afternoon,0.0023695738749502193,0.2662442556123842,27.77310924369748,1673.0638655462183
North,Search,General,Premium,1.25,1.25,0.1918,91.0,2083,0.0102,2.23,-0.3660254037844385,28.0,1278.14,123.58470603800788,2011,10,13,afternoon,0.000600096015362458,0.05883294268259392,72.8,1022.5120000000001
North,Social Media,Storage,Premium,12.5,1.25,0.1712,428.0,16860,0.0252,1.4,-1.0,30.0,1301.67,166.84149934332495,2010,6,9,morning,0.0007413997627520759,0.029420625506034758,34.24,1041.336
North,Email,General,Premium,15.0,1.25,0.204,39.0,426,0.0843,3.37,-1.3660254037844388,60.0,1491.49,102.70857394502532,2011,8,16,afternoon,0.035211267605633804,0.41769000718426813,2.6,1193.192
North,Search,General,Premium,19.9,9.95,0.2639,325.0,11212,0.1902,2.1,1.3660254037844388,60.0,8451.3,166.04863863756233,2011,2,22,afternoon,0.0017748840528005708,0.009331672201895744,16.331658291457288,849.3768844221105
North,Affiliate,General,Premium,3.75,3.75,0.2611,125.0,2139,0.0026,3.87,-1.3660254037844388,28.0,6213.39,55.36080761675937,2010,8,31,afternoon,0.0017531556802244039,0.6742906462401553,33.333333333333336,1656.904
North,Email,Storage,Premium,244.8,2.55,0.204,1490.0,12755,0.0183,2.77,-1.3660254037844386,7.0,64634.84,88.28404636261288,2011,7,19,afternoon,0.01919247353978832,1.048769045890072,6.086601307189542,25346.996078431373
North,Search,General,Premium,15.0,1.25,0.3889,143.0,4394,0.0023,4.31,-0.3660254037844387,7.0,181.6,108.67151934019628,2011,5,26,morning,0.0034137460172963133,1.4842373988244841,9.533333333333333,145.28
North,Affiliate,General,Premium,17.0,8.5,0.204,265.0,7010,0.0132,5.15,-1.0,14.0,4272.77,44.32591560423425,2011,6,30,morning,0.0024251069900142652,0.18372022651623224,15.588235294117647,502.67882352941183
North,Email,General,Premium,92.5,1.85,0.2017,349.0,14143,0.2145,5.73,0.3660254037844389,90.0,81668.99,226.2316912954004,2010,4,14,afternoon,0.006540337976384077,0.030491086136988706,3.772972972972973,44145.4
North,Search,General,Premium,2.9,1.45,0.2617,404.0,17934,0.1676,3.87,-1.0,30.0,217.6,147.30542358088076,2011,6,1,afternoon,0.00016170402587264412,0.0009648211567580198,139.31034482758622,150.06896551724137
North,Influencer,Storage,Premium,1.1,0.55,0.0989,521.0,8810,0.0521,4.23,0.3660254037844379,90.0,7437.150000000001,286.5075194901312,2011,11,20,afternoon,0.00012485811577752555,0.002396508940067669,473.6363636363636,13522.090909090908
North,Search,General,Premium,1.45,0.29,0.3728,275.0,1784,0.0458,6.29,0.9999999999999998,28.0,2537.74,274.83432568999,2010,12,6,afternoon,0.000812780269058296,0.01774629408424227,189.6551724137931,8750.827586206897
North,Search,General,Premium,6.25,1.25,0.2252,449.0,7897,0.1275,3.54,0.3660254037844379,14.0,5951.13,198.35767735683163,2010,11,10,afternoon,0.0007914397872609851,0.006207370880478315,71.84,4760.904
North,Social Media,Storage,Standard,1.25,1.25,0.4384,467.0,6987,0.06,5.52,0.9999999999999998,7.0,827.04,139.81596058323652,2010,12,5,afternoon,0.000178903678259625,0.0029817279709937507,373.6,661.632
North,Search,Storage,Premium,13.2,0.55,0.204,570.0,7615,0.0557,9.48,-1.0000000000000002,28.0,2195.81,219.6456028674768,2010,9,23,morning,0.0017334208798424162,0.031120662115662768,43.18181818181819,3992.381818181818
North,Affiliate,Storage,Premium,19.5,1.95,0.5348,504.0,14083,0.0814,5.49,0.9999999999999998,60.0,362.9,122.56947756621032,2009,12,1,morning,0.0013846481573528367,0.017010419623499223,25.846153846153847,186.1025641025641
North,Affiliate,General,Premium,10.2,2.55,0.0925,369.0,5828,0.0566,3.8,-1.0000000000000002,7.0,3214.9,103.13148091673524,2010,9,5,afternoon,0.0017501715854495537,0.030921759460239465,36.1764705882353,1260.745098039216
North,Influencer,Storage,Premium,16.5,1.65,0.2138,305.0,5295,0.0089,3.55,-1.0,21.0,6907.89,117.72142192138108,2011,6,21,afternoon,0.0031161473087818695,0.35012891109908645,18.484848484848484,4186.6
North,Email,Storage,Budget,15.8,3.95,0.5856,302.0,4596,0.0414,3.95,-0.3660254037844385,60.0,243.38,82.91101462302784,2011,10,11,afternoon,0.0034377719756309836,0.08303797042586918,19.11392405063291,61.61518987341772
North,Email,General,Standard,19.8,1.65,0.1582,541.0,18777,0.0233,0.41,-0.3660254037844385,7.0,313.21000000000004,155.28290817977978,2011,10,21,afternoon,0.001054481546572935,0.04525671873703583,27.32323232323232,189.82424242424247
North,Social Media,Storage,Premium,9.96,0.83,0.3375,96.0,5930,0.0335,5.9,-1.0,14.0,379.94,103.5683154766643,2011,6,14,morning,0.001679595278246206,0.05013717248496137,9.638554216867469,457.7590361445783
North,Social Media,Storage,Premium,105.0,2.1,0.1532,187.0,8256,0.0435,4.15,1.3660254037844388,21.0,102898.03,172.8157768618673,2011,2,22,afternoon,0.012718023255813954,0.29236835070836675,1.7809523809523808,48999.061904761904
North,Affiliate,General,Budget,1.9,0.95,0.6,800.0,19012,0.1264,3.29,-1.3660254037844386,7.0,1781.44,164.84052840624273,2011,7,3,afternoon,9.993688196928256e-05,0.0007906398889974885,421.0526315789474,1875.2
North,TV,General,Premium,49.95,49.95,0.1763,8.0,175,0.0495,4.27,-0.3660254037844385,90.0,1781.44,66.83555434060605,2010,10,21,morning,0.2854285714285714,5.766233766233767,0.16016016016016016,35.664464464464466
North,Social Media,General,Premium,14.85,4.95,0.0373,640.0,13433,0.0435,3.87,1.3660254037844388,28.0,2736.81,145.74707882480158,2011,2,21,afternoon,0.0011054864884984738,0.025413482494217793,43.0976430976431,552.8909090909091
North,Social Media,General,Premium,14.85,4.95,0.0692,941.0,29737,0.0939,6.37,-0.3660254037844385,28.0,2104.64,123.15976763937716,2011,10,6,morning,0.0004993778794094898,0.005318188279121298,63.36700336700337,425.1797979797979
North,Influencer,General,Premium,27.04,1.69,0.2603,1010.0,15744,0.0393,5.68,1.0,14.0,3959.43,195.73954884007264,2011,3,7,afternoon,0.0017174796747967478,0.04370177289559155,37.35207100591716,2342.8579881656806
North,Influencer,General,Premium,6.6,1.65,0.3086,685.0,14124,0.0475,4.47,0.3660254037844389,14.0,3104.58,160.03279549120634,2011,4,5,afternoon,0.0004672897196261682,0.009837678307919331,103.7878787878788,1881.5636363636365
North,Social Media,General,Premium,2.5,1.25,0.1261,346.0,11949,0.0086,6.1,-1.0,14.0,1367.61,131.85533165614154,2010,6,13,morning,0.00020922252908193154,0.024328201056038553,138.4,1094.088
North,Affiliate,General,Premium,2.5,1.25,0.1538,206.0,2890,0.0187,1.68,-0.3660254037844385,28.0,2001.97,140.2706456489125,2010,10,31,morning,0.0008650519031141869,0.04625946005958218,82.4,1601.576
North,Email,Storage,Premium,19.5,1.95,0.12,601.0,17657,0.0297,4.8,1.0,28.0,1826.82,156.98618520968935,2010,3,2,morning,0.0011043778671348474,0.03718443997087028,30.82051282051282,936.8307692307692
North,Affiliate,General,Premium,201.6,0.42,0.38,140.0,2893,0.0831,0.47,-1.3660254037844386,60.0,1127.36,178.08893367667864,2010,7,16,morning,0.0696854476322157,0.8385733770423068,0.6944444444444444,2684.190476190476
North,Influencer,Lighting,Premium,22.5,3.75,0.0883,293.0,8588,0.0709,1.25,0.9999999999999998,14.0,5223.9800000000005,176.53370078032404,2009,12,16,afternoon,0.0026199347927340477,0.036952535863667806,13.022222222222222,1393.0613333333336
North,Email,Storage,Premium,10.2,0.85,0.1308,287.0,7231,0.0791,3.77,-1.0000000000000002,7.0,4520.71,146.0044558219383,2010,9,8,afternoon,0.0014105932789379061,0.017833037660403363,28.137254901960787,5318.482352941177
North,Affiliate,Storage,Premium,11.9,1.65,0.2824,330.0,4157,0.0112,6.02,-1.3660254037844388,14.0,3141.87,72.02614109645266,2011,8,2,afternoon,0.002862641327880683,0.25559297570363243,27.731092436974787,1904.1636363636364
North,TV,Storage,Premium,17.700000000000003,2.95,0.3303,439.0,12311,0.1492,3.87,-0.3660254037844385,7.0,1263.28,106.75026772633704,2011,10,12,afternoon,0.0014377386077491677,0.009636317746308095,24.802259887005647,428.23050847457625
North,Search,Storage,Premium,47.7,7.95,0.2395,471.0,7153,0.0299,4.19,0.9999999999999998,60.0,686.85,127.27805316263895,2009,12,8,afternoon,0.006668530686425277,0.22302778215469155,9.874213836477987,86.39622641509435
North,Social Media,General,Premium,0.42,0.42,0.2939,57.0,902,0.011,0.72,1.3660254037844386,30.0,1781.44,184.98902754324504,2010,1,21,morning,0.0004656319290465632,0.042330175367869385,135.71428571428572,4241.52380952381
North,Influencer,Stationery,Premium,120.0,15.0,0.0388,269.0,5860,0.0014,3.95,-0.3660254037844385,28.0,452291.3,106.32690550774588,2011,10,6,morning,0.020477815699658702,14.62701121404193,2.2416666666666667,30152.753333333334
North,Affiliate,General,Standard,19.8,1.65,0.0887,426.0,12540,0.0486,5.0,-1.3660254037844386,14.0,830.15,86.00393317857333,2010,7,18,afternoon,0.0015789473684210526,0.032488628979857055,21.515151515151516,503.1212121212121
North,Search,Seasonal,Premium,19.8,1.65,0.2409,378.0,4564,0.0369,3.71,-1.0000000000000002,14.0,2118.4,118.34910639720692,2011,9,1,evening,0.0043382997370727434,0.11756909856565699,19.09090909090909,1283.878787878788
North,Email,Kitchen,Premium,6.8,0.85,0.3576,324.0,10189,0.1859,2.91,1.3660254037844388,90.0,202.03,202.17408953599937,2010,2,17,afternoon,0.0006673863970949063,0.003590029032248016,47.64705882352941,237.68235294117648
North,Influencer,Storage,Standard,6.6000000000000005,0.55,0.3804,767.0,28063,0.0653,2.0,1.0,7.0,110.54999999999998,288.184406131263,2010,3,12,morning,0.00023518511919609451,0.0036016097886078795,116.2121212121212,200.99999999999994
North,Affiliate,Lighting,Premium,25.200000000000003,2.1,0.1779,139.0,2453,0.0432,6.27,0.3660254037844379,60.0,4355.9,111.5097144937466,2010,11,2,morning,0.010273134936812069,0.23780404946324232,5.515873015873015,2074.238095238095
North,Email,Lighting,Premium,11.25,3.75,0.3194,161.0,2720,0.0313,5.69,-1.0,28.0,4595.58,64.28026113561208,2011,6,7,afternoon,0.004136029411764706,0.13214151475286598,14.311111111111112,1225.488
North,Email,General,Premium,7.95,7.95,0.4286,365.0,10132,0.009,3.02,-1.0000000000000002,30.0,489.13,53.23377741974037,2010,9,3,afternoon,0.0007846427161468614,0.08718252401631794,45.91194968553459,61.525786163522014
North,Email,General,Standard,11.9,10.95,0.4651,310.0,4686,0.0559,7.31,-0.3660254037844387,28.0,288.1,56.10514369818364,2010,5,19,afternoon,0.0025394793000426802,0.04542896780040573,26.050420168067227,26.310502283105027
East,TV,Storage,Budget,20.8,2.08,0.5421,371.0,9642,0.1079,4.24,0.9999999999999998,14.0,144.0,119.33640757337828,2011,12,2,afternoon,0.0021572287907073223,0.019992852555211514,17.83653846153846,69.23076923076923
North,Email,General,Premium,3.3,1.65,0.1428,587.0,6933,0.0435,4.43,0.3660254037844379,28.0,2776.71,134.9829523620752,2011,11,9,afternoon,0.0004759844223279965,0.010942170628229806,177.87878787878788,1682.8545454545456
North,Influencer,General,Premium,90.0,1.25,0.5226,304.0,5469,0.0162,3.87,0.9999999999999998,14.0,6807.28,165.51917762816075,2010,12,8,afternoon,0.016456390565002744,1.0158265780865892,3.3777777777777778,5445.824
North,TV,Stationery,Premium,19.8,1.65,0.067,57.0,759,0.0273,3.87,-1.0,60.0,300.58,73.63574454369753,2011,6,14,morning,0.026086956521739132,0.9555661729574773,2.878787878787879,182.16969696969696
North,TV,Kitchen,Premium,15.3,2.55,0.1015,164.0,6645,0.084,4.55,0.9999999999999998,14.0,3213.1400000000003,113.81926990227925,2010,12,16,afternoon,0.0023024830699774268,0.027410512737826506,10.718954248366012,1260.0549019607845
North,Email,Storage,Premium,10.4,0.65,0.1154,524.0,5308,0.1109,1.47,-1.3660254037844388,28.0,4035.74,222.1863730370409,2010,8,2,afternoon,0.0019593067068575734,0.017667328285460537,50.38461538461538,6208.830769230769
North,Social Media,Stationery,Premium,8.4,0.42,0.204,51.0,1058,0.0738,4.83,-0.3660254037844385,7.0,7898.12,167.0128139283387,2011,10,24,afternoon,0.007939508506616257,0.10758141607881105,6.071428571428571,18805.04761904762
North,Social Media,Storage,Premium,3.75,1.25,0.4828,312.0,4284,0.0591,5.29,-0.3660254037844385,14.0,2030.57,144.79687503407848,2010,10,26,afternoon,0.0008753501400560224,0.014811339087242342,83.2,1624.456
North,Influencer,General,Premium,11.9,4.95,0.124,38.0,522,0.065,5.96,0.3660254037844379,90.0,1716.01,129.51676541447762,2011,11,20,afternoon,0.022796934865900384,0.3507220748600059,3.1932773109243695,346.66868686868685
North,Affiliate,General,Standard,2.55,2.55,0.054,553.0,16018,0.0067,9.14,1.0,28.0,173.59,110.46707529430157,2011,3,20,night,0.00015919590460731676,0.023760582777211457,216.86274509803923,68.07450980392157
North,Email,Lighting,Budget,4.95,4.95,0.1564,26.0,646,0.0465,4.72,0.9999999999999998,14.0,46.70000000000001,69.73512986743093,2009,12,7,afternoon,0.007662538699690403,0.16478577848796563,5.252525252525253,9.434343434343436
North,Affiliate,General,Premium,11.9,2.55,0.1303,601.0,14057,0.1214,3.8,-1.3660254037844386,14.0,6240.58,116.84084990460865,2011,7,24,afternoon,0.0008465533186312869,0.006973256331394457,50.50420168067227,2447.286274509804
North,Search,Seasonal,Premium,39.6,1.65,0.0187,428.0,8924,0.0636,1.07,0.9999999999999998,14.0,5966.92,209.95936489080893,2010,12,12,afternoon,0.004437471985656656,0.06977157210151975,10.808080808080808,3616.3151515151517
North,Influencer,General,Premium,35.400000000000006,2.95,0.1755,631.0,33110,0.0227,6.06,-0.3660254037844385,28.0,29518.34,134.00834259681372,2011,10,12,afternoon,0.0010691633947447902,0.04709970901959428,17.824858757062145,10006.216949152542
North,Social Media,General,Premium,9.9,4.95,0.109,290.0,10234,0.0477,1.24,1.3660254037844386,30.0,11229.93,146.08711123462723,2011,1,11,afternoon,0.0009673636896619113,0.020280161208845102,29.29292929292929,2268.672727272727
North,Affiliate,General,Premium,7.46,7.46,0.3083,153.0,2966,0.0048,3.6,0.3660254037844379,28.0,49509.88,83.88990157733957,2011,11,28,afternoon,0.0025151719487525284,0.5239941559901102,20.509383378016086,6636.713136729222
North,Influencer,General,Premium,12.5,1.25,0.3577,70.0,1066,0.0244,4.64,-1.0000000000000002,60.0,19826.25,92.33143861828005,2011,9,26,afternoon,0.01172607879924953,0.4805769999692431,5.6,15861.0
North,Social Media,General,Premium,34.0,4.25,0.3034,158.0,3986,0.0605,8.06,-0.3660254037844387,30.0,10590.42,91.70948539298703,2011,5,26,morning,0.008529854490717512,0.14098933042508283,4.647058823529412,2491.863529411765
North,Social Media,Storage,Premium,15.0,1.25,0.3051,689.0,29344,0.0149,3.69,-0.3660254037844387,90.0,19423.31,177.77195643906643,2011,5,19,morning,0.0005111777535441658,0.03430723178148764,45.93333333333333,15538.648000000001
North,Search,General,Premium,1.68,0.42,0.3189,23.0,834,0.0511,6.72,-0.3660254037844385,60.0,58256.2,131.29704733015404,2011,10,13,afternoon,0.002014388489208633,0.039420518379816694,13.690476190476192,138705.2380952381
North,Search,General,Standard,3.75,3.75,0.0479,421.0,22061,0.0399,5.44,-1.0000000000000002,28.0,1781.44,90.703517655898,2010,9,20,afternoon,0.00016998322832147229,0.004260231286252438,112.26666666666667,475.0506666666667
North,Email,Kitchen,Premium,7.800000000000001,0.65,0.2475,32.0,809,0.0097,3.03,1.0,30.0,3564.8900000000003,125.85750515980232,2010,3,15,afternoon,0.009641532756489494,0.9939724491226282,4.102564102564102,5484.446153846154
North,Search,General,Premium,5.1,0.85,0.4684,327.0,4113,0.1019,2.72,1.3660254037844388,30.0,628.64,194.74789828623128,2010,2,16,afternoon,0.0012399708242159008,0.012168506616446523,64.11764705882354,739.5764705882353
North,Affiliate,General,Premium,16.35,5.45,0.2992,428.0,3835,0.0662,2.5,0.3660254037844389,21.0,5533.610000000001,114.45128939974214,2011,4,28,afternoon,0.004263363754889179,0.06440126517959485,26.177370030581038,1015.3412844036698
North,Search,General,Premium,16.5,1.65,0.2027,512.0,18432,0.0105,2.19,1.3660254037844388,28.0,2213.66,155.16462562113537,2010,2,2,morning,0.0008951822916666666,0.08525545634920635,31.03030303030303,1341.612121212121
North,Social Media,Lighting,Premium,9.48,0.79,0.3745,97.0,1939,0.0933,5.99,0.3660254037844379,7.0,10946.87,165.06678835480332,2011,11,6,afternoon,0.004889118102114492,0.05240212328096991,10.232067510548523,13856.79746835443
North,Search,Storage,Premium,1.65,1.65,0.0636,681.0,23782,0.0461,4.9,-1.3660254037844386,7.0,8355.84,135.77744241148602,2010,7,28,afternoon,6.938020351526365e-05,0.0015049935686608164,412.72727272727275,5064.145454545455
North,Search,Seasonal,Premium,1.45,1.45,0.3289,341.0,9095,0.0231,7.75,0.9999999999999998,30.0,20778.7,115.67686874511122,2010,12,14,morning,0.0001594282572842221,0.006901656159490135,235.17241379310346,14330.137931034484
North,Search,Lighting,Premium,7.649999999999999,0.85,0.1803,44.0,306,0.0143,4.5,-1.3660254037844386,14.0,4854.65,79.9773082871549,2010,7,7,afternoon,0.024999999999999994,1.748251748251748,5.7516339869281055,5711.35294117647
North,Social Media,Seasonal,Premium,8.850000000000001,2.95,0.5107,896.0,11921,0.0389,0.64,-0.3660254037844385,14.0,1781.44,139.21537690996408,2010,10,17,morning,0.0007423873836087578,0.019084508576060612,101.24293785310734,603.8779661016949
North,TV,General,Standard,25.200000000000003,2.1,0.288,438.0,12031,0.0137,0.97,0.3660254037844379,28.0,944.87,131.809244329227,2010,11,2,afternoon,0.0020945889784722803,0.15288970645783068,17.38095238095238,449.93809523809523
North,Social Media,Storage,Premium,20.8,2.08,0.3805,269.0,6328,0.1355,8.28,-1.0,28.0,34684.65,128.28475239179056,2011,6,14,morning,0.0032869785082174463,0.024258143972084475,12.932692307692307,16675.3125
North,Influencer,Seasonal,Premium,5.1,0.85,0.1495,278.0,7517,0.0562,6.72,0.3660254037844379,14.0,5967.780000000001,189.7572393577946,2011,11,21,afternoon,0.0006784621524544366,0.01207228029278357,54.50980392156863,7020.9176470588245
North,Influencer,General,Premium,43.8,10.95,0.2208,599.0,8256,0.0054,4.27,0.3660254037844379,30.0,3451.9700000000003,112.6817301109833,2010,11,18,afternoon,0.005305232558139535,0.9824504737295434,13.675799086757992,315.24840182648404
North,Social Media,General,Premium,3.75,3.75,0.1561,166.0,3661,0.1166,3.2,1.3660254037844388,7.0,98.45,112.80819039330292,2010,2,14,afternoon,0.00102431029773286,0.008784822450539107,44.266666666666666,26.253333333333334
North,Email,General,Premium,14.85,4.95,0.3554,600.0,4836,0.0258,7.0,0.3660254037844379,28.0,1359.8,81.85275732300407,2010,11,14,afternoon,0.0030707196029776673,0.11902013965029719,40.40404040404041,274.70707070707067
North,Social Media,General,Premium,12.6,2.1,0.1203,141.0,1829,0.1803,3.87,0.3660254037844389,28.0,2720.54,187.852724076174,2010,4,28,afternoon,0.006889010388190267,0.03820859893616344,11.190476190476192,1295.495238095238
North,TV,General,Premium,11.25,223.5447195692184,0.4523,145.0,3880,0.0383,1.19,-0.3660254037844387,14.0,1137.82,57.62634072501896,2010,5,18,afternoon,0.0028994845360824743,0.07570455707787138,12.88888888888889,5.089898800529195
